,Data_Set,Iter,Generator_Loss,Discriminator_Loss,Accuracy,Fake_Real_Accuracy,Real_Share,Pred_Real_Share
0,100,0,0.31053587794303894,2.6475133895874023,0.5172413793103449,0.5,0.10344827586206896,0.0
1,100,1,0.32095175981521606,2.6274940967559814,0.5344827586206896,0.5,0.10344827586206896,0.0
2,100,2,0.3086357116699219,2.612342596054077,0.5344827586206896,0.5,0.10344827586206896,0.0
3,100,3,0.2791248559951782,2.659762144088745,0.5,0.5,0.10344827586206896,0.0
4,100,4,0.27747130393981934,2.6539466381073,0.46551724137931033,0.5,0.10344827586206896,0.0
5,100,5,0.3238144516944885,2.6145639419555664,0.5517241379310345,0.5,0.10344827586206896,0.0
6,100,6,0.3162267208099365,2.635629892349243,0.5344827586206896,0.5,0.10344827586206896,0.0
7,100,7,0.2907407581806183,2.6895041465759277,0.43103448275862066,0.5,0.10344827586206896,0.0
8,100,8,0.2717011868953705,2.6374521255493164,0.5,0.5,0.10344827586206896,0.0
9,100,9,0.30493491888046265,2.6887502670288086,0.43103448275862066,0.5,0.10344827586206896,0.0
10,100,10,0.31292617321014404,2.618959426879883,0.5517241379310345,0.5,0.10344827586206896,0.0
11,100,11,0.27290078997612,2.597834825515747,0.603448275862069,0.5,0.10344827586206896,0.0
12,100,12,0.29581910371780396,2.670079469680786,0.4827586206896552,0.5,0.10344827586206896,0.0
13,100,13,0.2756650149822235,2.6358535289764404,0.4827586206896552,0.5,0.10344827586206896,0.0
14,100,14,0.3165847957134247,2.6025099754333496,0.5172413793103449,0.5,0.10344827586206896,0.0
15,100,15,0.29906028509140015,2.648667812347412,0.4827586206896552,0.5,0.10344827586206896,0.0
16,100,16,0.3086000084877014,2.6388938426971436,0.4827586206896552,0.5,0.10344827586206896,0.0
17,100,17,0.40404441952705383,2.7098629474639893,0.39655172413793105,0.5,0.10344827586206896,0.0
18,100,18,2.555701971054077,2.122020959854126,0.6724137931034483,0.5,0.10344827586206896,0.0
19,100,19,4.7986626625061035,1.910346269607544,0.7758620689655172,0.5,0.10344827586206896,0.0
20,100,20,5.527944564819336,1.796918272972107,0.8275862068965517,0.5,0.10344827586206896,0.05172413793103448
21,100,21,8.280890464782715,1.8077952861785889,0.8275862068965517,0.5,0.10344827586206896,0.06896551724137931
22,100,22,6.771962642669678,1.7607125043869019,0.8620689655172413,0.5,0.10344827586206896,0.06896551724137931
23,100,23,8.922904014587402,1.7568265199661255,0.8793103448275862,0.5,0.10344827586206896,0.06896551724137931
24,100,24,8.704895973205566,1.8531111478805542,0.8448275862068966,0.5,0.10344827586206896,0.06896551724137931
25,100,25,7.097682476043701,1.7525534629821777,0.8620689655172413,0.5,0.10344827586206896,0.06896551724137931
26,100,26,10.525803565979004,1.7497304677963257,0.8620689655172413,0.5,0.10344827586206896,0.06896551724137931
27,100,27,6.0667266845703125,1.7668426036834717,0.8620689655172413,0.5,0.10344827586206896,0.06896551724137931
28,100,28,10.738494873046875,1.7761554718017578,0.8448275862068966,0.5,0.10344827586206896,0.08620689655172414
29,100,29,8.027091979980469,1.7316162586212158,0.8793103448275862,0.5,0.10344827586206896,0.06896551724137931
30,100,30,8.15911865234375,1.7866299152374268,0.8448275862068966,0.5,0.10344827586206896,0.06896551724137931
31,100,31,11.918959617614746,1.7481942176818848,0.8620689655172413,0.5,0.10344827586206896,0.08620689655172414
32,100,32,9.448047637939453,1.7791054248809814,0.8448275862068966,0.5,0.10344827586206896,0.06896551724137931
33,100,33,8.809857368469238,1.7782739400863647,0.8448275862068966,0.5,0.10344827586206896,0.06896551724137931
34,100,34,12.40147590637207,1.7536107301712036,0.8620689655172413,0.5,0.10344827586206896,0.06896551724137931
35,100,35,9.681754112243652,1.7913779020309448,0.8275862068965517,0.5,0.10344827586206896,0.08620689655172414
36,100,36,12.917988777160645,1.7525019645690918,0.8620689655172413,0.5,0.10344827586206896,0.08620689655172414
37,100,37,11.556384086608887,1.743963599205017,0.8620689655172413,0.5,0.10344827586206896,0.06896551724137931
38,100,38,11.402337074279785,1.756035327911377,0.8620689655172413,0.5,0.10344827586206896,0.06896551724137931
39,100,39,9.834097862243652,1.7542957067489624,0.8620689655172413,0.5,0.10344827586206896,0.08620689655172414
